x_odom,y_odom,yaw_odom,x_noisy,y_noisy,yaw_noisy,x_filtered,y_filtered,yaw_filtered
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.00128605409166476,1.39342959830765,-0.0706399665526597,64.2180763904187,0.195192778024178,-0.129198819549831
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,0.00481784675519559,-0.912144826104281,-0.0788475570537073,50.0068515250261,0.00834997672450272,-0.118055433747314
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.0426984566454934,-3.03431167698032,-0.247354760251159,38.9302386053189,-0.563879972624563,-0.146671047493819
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.00140623539784218,5.17242294547023,-0.108717375619937,30.3141619295835,0.58693481697267,-0.138271408888027
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.0467383738276934,-1.91932528763893,0.121593636043872,23.5949019027129,0.0642293063216601,-0.0807599124784278
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,0.0229456223306642,-1.26238374490766,-0.0238672754943068,18.3781230191132,-0.219005981144608,-0.0681688358736372
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.0253118098900779,-0.138884651925146,0.164496670742574,14.3052047996971,-0.201655858673303,-0.0166769491833651
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.0401582008262095,-1.15810914123548,0.0436496312710056,11.1303903766368,-0.410557697340114,-0.00332589646246471
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.0177829633077232,4.41078789096732,0.0390632430149051,8.66315538863822,0.647971500768305,0.00605536850719531
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.0105800133661655,1.18712908490464,0.0280086362068856,6.7435455289862,0.766717106089194,0.0109139106663402
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,0.0297943311895499,-2.37830638256602,0.0591859993895938,5.25770553073553,0.0727250655560384,0.0215971484139133
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.0278209693023782,-2.62404329051891,-0.0474574647176469,4.08795013554787,-0.523042244675687,0.00631446914389932
2.25122164465574e-07,2.06753611564636e-06,3.41826236820223e-09,-0.0409439962206319,-2.13146198163392,-0.0529996097957907,3.17417244722104,-0.878622006522627,-0.00681250389271138
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,0.0627349783813882,0.925256215563243,0.0638063308173495,2.48557108159775,-0.479661829698512,0.00881635784951365
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,0.012302003661013,-1.34994514408371,0.0230469228528016,1.93820463709188,-0.672190305530011,0.0119657659906033
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,-0.0193720907185981,-1.10707712478347,-0.0429860908778063,1.50496758136362,-0.768413209705554,-0.000195790866020316
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,-0.0373812408780941,-0.556497237459543,0.185178597734378,1.16362583308828,-0.721520311278548,0.040829959585401
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,0.0266402258339684,0.463676746157319,-0.0383523392918456,0.911996208617208,-0.459244092178547,0.0233058924344074
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,-0.0223933906873092,1.22109575164683,-0.0266269279858675,0.70520370176177,-0.0873831100629437,0.012255113276809
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,0.0408715863455618,1.19081451849065,0.0881707658419337,0.558178409920178,0.195489353135454,0.0290562293371692
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,-0.147532347384692,-3.03834301154481,-0.14297760785672,0.401995489298473,-0.52018545983883,-0.00901708449655072
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,0.0267350741364226,-0.141501787203564,-0.00367328469130696,0.318945504546146,-0.436378866970831,-0.00783443246501861
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,-0.00309956848587092,-1.84240244534621,-0.0580543198447229,0.247672763472934,-0.747547816872523,-0.0189487432546257
6.09216556313186e-07,-2.80272215604782e-05,7.52544701605617e-09,0.0465311295621902,-1.62730287576193,0.0333027421563206,0.203157517647893,-0.942248136343109,-0.00738481353720113
