positions_x_odom,positions_y_odom
0.005188958253711462,-0.7123121619224548
0.5806216597557068,-0.443160742521286
1.1212196350097656,-0.1438831239938736
1.6861038208007812,0.16971668601036072
2.25089430809021,0.4714493751525879
2.8281688690185547,0.7689597010612488
3.3951733112335205,1.0463736057281494
3.942172050476074,1.34333336353302
4.500217437744141,1.6635864973068237
5.043910980224609,1.9170198440551758
5.5818047523498535,2.2500104904174805
6.112598896026611,2.5944957733154297
6.594694137573242,2.9810266494750977
7.082028388977051,3.432981014251709
7.525728225708008,3.928636074066162
7.897785663604736,4.440775394439697
8.23072624206543,5.0106377601623535
8.50698184967041,5.584130764007568
8.683858871459961,6.202085018157959
8.818038940429688,6.826766014099121
8.93651294708252,7.447322845458984
8.94816780090332,8.082609176635742
8.926837921142578,8.728522300720215
8.869584083557129,9.353940963745117
8.741805076599121,9.944416999816895
8.554274559020996,10.5546293258667
8.319085121154785,11.1322021484375
8.048995971679688,11.693855285644531
7.7376790046691895,12.22364616394043
7.37053918838501,12.73564338684082
6.953263759613037,13.192747116088867
6.51085090637207,13.617606163024902
6.043526649475098,14.010050773620605
5.516802787780762,14.351358413696289
4.966236114501953,14.657861709594727
4.370798110961914,14.929624557495117
3.787930727005005,15.126742362976074
3.204457998275757,15.305792808532715
2.566588878631592,15.382050514221191
1.9748146533966064,15.468667030334473
1.3270583152770996,15.479585647583008
0.6869335770606995,15.447691917419434
0.07941128313541412,15.371194839477539
-0.5614316463470459,15.264384269714355
-1.154125690460205,15.089159965515137
-1.7606335878372192,14.908411026000977
-2.3415634632110596,14.645038604736328
-2.901261568069458,14.339086532592773
-3.4206666946411133,13.977996826171875
-3.8968451023101807,13.586638450622559
-4.372856616973877,13.157718658447266
-4.784799098968506,12.677289962768555
-5.176663398742676,12.199345588684082
-5.480011940002441,11.657880783081055
-5.757320404052734,11.087339401245117
-5.988332271575928,10.512043952941895
-6.136417388916016,9.867806434631348
-6.265395164489746,9.244166374206543
-6.29541015625,8.581767082214355
-6.293323040008545,7.993187427520752
-6.222689628601074,7.3261494636535645
-6.061161994934082,6.726613521575928
-5.870869159698486,6.147273540496826
-5.5996599197387695,5.547353744506836
-5.300119400024414,4.966035842895508
-4.991729259490967,4.41280460357666
-4.643909931182861,3.9012796878814697
-4.256622791290283,3.3868184089660645
-3.853337049484253,2.915149688720703
-3.3881545066833496,2.4515860080718994
-2.896991491317749,2.0215635299682617
-2.289708375930786,1.5414788722991943
-1.6775895357131958,1.0022937059402466
-0.9698655605316162,0.539013147354126
-0.3115983307361603,-0.03684541955590248
0.3669341206550598,-0.5532782673835754
1.04813551902771,-1.1094200611114502
1.748067021369934,-1.6891146898269653
2.47849440574646,-2.239898920059204
3.1894969940185547,-2.9027953147888184
3.8850290775299072,-3.6469366550445557
4.561824321746826,-4.453819274902344
5.221014022827148,-5.326709270477295
5.785247802734375,-6.328921318054199
6.21654748916626,-7.472465991973877
6.463216304779053,-8.698822021484375
6.3893890380859375,-10.002129554748535
6.173211097717285,-11.302169799804688
5.679372787475586,-12.43547248840332
5.006987571716309,-13.611753463745117
4.128129005432129,-14.67137336730957
3.021085023880005,-15.531197547912598
1.7755076885223389,-16.21342658996582
0.4039117991924286,-16.64188575744629
-0.9890534281730652,-16.817819595336914
-2.388664722442627,-16.62221908569336
-3.685771942138672,-16.19178009033203
-4.8363237380981445,-15.557851791381836
-5.808479309082031,-14.768573760986328
-6.588952541351318,-13.900181770324707
-7.194781303405762,-12.9891939163208
-7.62966775894165,-12.038163185119629
-7.9323811531066895,-11.097362518310547
-8.085354804992676,-10.168355941772461
-8.077607154846191,-8.987188339233398
-7.930545806884766,-8.04360294342041
-7.639363765716553,-7.127102375030518
-7.2617363929748535,-6.234010696411133
-6.773786544799805,-5.43515682220459
-6.204615592956543,-4.712600231170654
-5.531015872955322,-4.086627006530762
-4.800347328186035,-3.5005733966827393
-3.961730718612671,-3.0368587970733643
-3.1190192699432373,-2.5898020267486572
-2.1926727294921875,-2.2274796962738037
-1.2785444259643555,-1.877332329750061
-0.3050977885723114,-1.503952980041504
0.6862102150917053,-1.1040925979614258
1.6583307981491089,-0.46941497921943665
2.688694953918457,0.12825439870357513
3.7235774993896484,0.8646016120910645
4.732184886932373,1.5962432622909546
5.756593227386475,2.4561614990234375
6.645541191101074,3.3808810710906982
7.420061111450195,4.350334167480469
7.989600658416748,5.342627048492432
8.414446830749512,6.303534030914307
8.641122817993164,7.305013179779053
8.676836967468262,8.290846824645996
8.588888168334961,9.252429008483887
8.347378730773926,10.227280616760254
8.026497840881348,11.152835845947266
7.582450866699219,12.058797836303711
7.047357082366943,12.881674766540527
6.347880840301514,13.640595436096191
5.561392784118652,14.335339546203613
4.6392011642456055,14.881710052490234
3.62770938873291,15.32774543762207
2.572192907333374,15.637229919433594
1.4374488592147827,15.798222541809082
0.2583302855491638,15.73363971710205
-0.9020547866821289,15.467755317687988
-2.0292065143585205,15.045943260192871
-3.120452404022217,14.405708312988281
-4.093021869659424,13.616094589233398
-4.955576419830322,12.641833305358887
-5.622857570648193,11.528006553649902
-6.094464302062988,10.27574348449707
-6.359522342681885,8.920304298400879
-6.344503402709961,7.553951740264893
-6.068799018859863,6.209038734436035
-5.619395732879639,4.980804920196533
-4.961694717407227,4.005484580993652
-4.20145320892334,3.0835936069488525
-3.4623262882232666,2.40922212600708
-2.658419370651245,1.743810772895813
-1.827534556388855,1.1875762939453125
-1.0449628829956055,0.6623514890670776
-0.29210570454597473,0.07679219543933868
0.5344533920288086,-0.5727390646934509
1.3479106426239014,-1.2311761379241943
2.0747835636138916,-1.8767400979995728
2.818011522293091,-2.6561129093170166
3.5005125999450684,-3.4592199325561523
4.160475254058838,-4.317492485046387
4.7958221435546875,-5.22780179977417
5.3953857421875,-6.226248264312744
5.9615631103515625,-7.236101150512695
6.312097549438477,-8.283711433410645
6.3649797439575195,-9.591212272644043
6.195789813995361,-10.89223575592041
5.752144813537598,-12.116765022277832
5.108146667480469,-13.221293449401855
4.231616497039795,-14.291624069213867
3.0875935554504395,-15.165740013122559
1.9190446138381958,-15.899246215820312
0.5362470746040344,-16.29630470275879
-0.8043871521949768,-16.4085750579834
-2.187237501144409,-16.20357322692871
-3.586972236633301,-15.824665069580078
-4.839061737060547,-15.147298812866211
-6.031588077545166,-14.248600959777832
-7.037712097167969,-13.155985832214355
-7.763691425323486,-11.756938934326172
-8.20824909210205,-10.445287704467773
-8.329044342041016,-9.025347709655762
-8.125438690185547,-7.4401726722717285
-7.595251560211182,-5.899994373321533
-6.826745510101318,-4.651825428009033
-5.918515205383301,-3.542844772338867
-4.763922691345215,-2.6711063385009766
-3.4422974586486816,-1.9721275568008423
-2.082106113433838,-1.4180715084075928
-0.7718082666397095,-0.8915971517562866
0.5806372761726379,-0.21649211645126343
1.9288049936294556,0.4488486051559448
3.2555627822875977,1.1926286220550537
4.5869669914245605,1.9929993152618408
5.809056282043457,2.9566352367401123
6.855573654174805,4.10944128036499
7.6311211585998535,5.415131568908691
8.201355934143066,6.845630645751953
8.484591484069824,8.321870803833008
8.449323654174805,9.836393356323242
8.049468994140625,11.275321006774902
7.360450267791748,12.571808815002441
6.43799352645874,13.661842346191406
5.347380638122559,14.525434494018555
4.314061164855957,15.098424911499023
3.3131959438323975,15.420255661010742
2.1414709091186523,15.554051399230957
1.0874005556106567,15.541001319885254
0.08564132452011108,15.417387962341309
-0.8600562810897827,15.245859146118164
-1.7373474836349487,14.913681030273438
-2.5955746173858643,14.519989013671875
-3.447524070739746,13.954705238342285
-4.247379779815674,13.26184368133545
-4.912258625030518,12.528105735778809
-5.515532970428467,11.665844917297363
-5.99046516418457,10.694629669189453
-6.339885711669922,9.676889419555664
-6.423186779022217,8.673598289489746
-6.376386642456055,7.620241165161133
-6.170929908752441,6.61668062210083
-5.873376846313477,5.671498775482178
-5.446115016937256,4.792702674865723
-4.944607257843018,4.045828819274902
-4.2877678871154785,3.299421787261963
-3.566838264465332,2.6563615798950195
-2.7666854858398438,2.066006660461426
-1.9744164943695068,1.3836668729782104
-1.1904906034469604,0.8105713725090027
-0.4378214180469513,0.19897763431072235
0.27040886878967285,-0.3929521441459656
1.0050822496414185,-0.9997716546058655
1.746814250946045,-1.62937593460083
2.4977192878723145,-2.2616167068481445
3.2445127964019775,-2.8904640674591064
3.992408275604248,-3.658945322036743
4.699313640594482,-4.519742012023926
5.318680763244629,-5.397828578948975
5.849142074584961,-6.424957275390625
6.22838020324707,-7.551881790161133
6.442651748657227,-8.757562637329102
6.412923336029053,-9.970383644104004
6.227706432342529,-11.333513259887695
5.8347954750061035,-12.502141952514648
5.221014976501465,-13.66839599609375
4.415207862854004,-14.724876403808594
3.416184425354004,-15.659370422363281
2.210043430328369,-16.352014541625977
0.892773449420929,-16.76407814025879
-0.5358025431632996,-16.872549057006836
-1.8943966627120972,-16.667884826660156
-3.2871968746185303,-16.196136474609375
-4.504677772521973,-15.493295669555664
-5.6141815185546875,-14.586936950683594
-6.587006092071533,-13.564446449279785
-7.369527816772461,-12.42204761505127
-8.020244598388672,-11.036787033081055
-8.385346412658691,-9.626206398010254
-8.388683319091797,-8.201398849487305
-8.179574966430664,-6.725185394287109
-7.70820951461792,-5.339773178100586
-6.917962074279785,-4.133127212524414
-5.862094879150391,-3.051739454269409
-4.697978973388672,-2.43896484375
-3.569169044494629,-2.028411865234375
-2.4857780933380127,-1.72128427028656
-1.6095921993255615,-1.3991976976394653
-0.7385991811752319,-1.1529291868209839
0.04265566170215607,-0.8428897261619568
0.7880443334579468,-0.5119549632072449
1.5338090658187866,-0.11998111754655838
2.3514413833618164,0.3205806612968445
3.1397581100463867,0.7547944784164429
3.9479353427886963,1.28118896484375
4.786523818969727,1.8416054248809814
5.586130142211914,2.5404555797576904
6.363847732543945,3.3417561054229736
7.050561904907227,4.232588768005371
7.649866580963135,5.2199811935424805
8.197566032409668,6.297167778015137
8.522188186645508,7.53413724899292
8.513132095336914,8.825703620910645
8.301657676696777,10.12251091003418
7.785020351409912,11.343475341796875
7.009151935577393,12.468629837036133
6.05679988861084,13.513663291931152
4.9551849365234375,14.355841636657715
3.672691822052002,14.968829154968262
2.2927067279815674,15.410747528076172
0.8633038401603699,15.573210716247559
-0.5416755080223083,15.35667896270752
-1.9500056505203247,14.919900894165039
-3.2968289852142334,14.244743347167969
-4.413784027099609,13.358363151550293
-5.331818103790283,12.332305908203125
-5.974546909332275,11.106545448303223
-6.4180474281311035,10.021926879882812
-6.5850701332092285,8.9135103225708
-6.658810615539551,7.848647594451904
-6.576611042022705,6.869749069213867
-6.385504722595215,5.8999342918396
-6.032694339752197,4.964622974395752
-5.587457180023193,4.115735054016113
-5.00761079788208,3.343325614929199
-4.412588596343994,2.5827713012695312
-3.713102340698242,1.9866676330566406
-3.1021475791931152,1.4810304641723633
-2.560232162475586,1.0956058502197266
-2.096334218978882,0.7877510190010071
-1.779937505722046,0.5381656885147095
-1.5231189727783203,0.4180564284324646
-1.4068191051483154,0.3051671087741852
-1.3557250499725342,0.2708375155925751
-1.3722723722457886,0.27361205220222473
-1.376759648323059,0.27473700046539307
-1.3276368379592896,0.2179478406906128
-1.166737675666809,0.10785976052284241
-0.9110294580459595,-0.022461900487542152
-0.48878636956214905,-0.1860947608947754
0.04165980592370033,-0.3287281095981598
0.7229135632514954,-0.4804846942424774
1.3731399774551392,-0.48106545209884644
1.938513159751892,-0.42688897252082825
2.349701404571533,-0.3781299293041229
2.637423276901245,-0.34222128987312317
2.7961642742156982,-0.29593774676322937
